1000
0 60,33 60,33 0,65 Country 0 (Country) 0,00 0
1 587,71 587,71 0,65 Country 0 (Country) 0,00 0
2 616,36 616,36 0,65 Country 0 (Country) 0,00 0
3 616,36 616,36 0,65 Country 0 (Country) 0,00 0
4 616,36 616,36 0,65 Country 0 (Country) 0,00 0
5 616,36 616,36 0,65 Country 0 (Country) 0,00 0
6 616,36 616,36 0,65 Country 0 (Country) 0,00 0
7 616,36 616,36 0,65 Country 0 (Country) 0,00 0
8 616,36 616,36 0,65 Country 0 (Country) 0,00 0
9 616,36 616,36 0,65 Country 0 (Country) 0,00 0
10 616,36 616,36 0,65 Country 0 (Country) 0,00 0
11 616,36 616,36 0,65 Country 0 (Country) 0,00 0
12 616,36 616,36 0,65 Country 0 (Country) 0,00 0
13 616,36 616,36 0,65 Country 0 (Country) 0,00 0
14 616,36 616,36 0,65 Country 0 (Country) 0,00 0
15 616,36 616,36 0,65 Country 0 (Country) 0,00 0
16 616,36 616,36 0,65 Country 0 (Country) 0,00 0
17 616,36 616,36 0,65 Country 0 (Country) 0,00 0
18 616,36 616,36 0,65 Country 0 (Country) 0,00 0
19 616,36 616,36 0,65 Country 0 (Country) 0,00 0
20 616,36 616,36 0,65 Country 0 (Country) 0,00 0
21 616,36 616,36 0,65 Country 0 (Country) 0,00 0
22 616,36 616,36 0,65 Country 0 (Country) 0,00 0
23 616,36 616,36 0,65 Country 0 (Country) 0,00 0
24 616,36 616,36 0,65 Country 0 (Country) 0,00 0
25 616,36 616,36 0,65 Country 0 (Country) 0,00 0
26 616,36 616,36 0,65 Country 0 (Country) 0,00 0
27 616,36 616,36 0,65 Country 0 (Country) 0,00 0
28 616,36 616,36 0,65 Country 0 (Country) 0,00 0
29 616,36 616,36 0,65 Country 0 (Country) 0,00 0
30 616,36 616,36 0,65 Country 0 (Country) 0,00 0
31 2.368,76 2.368,76 0,65 Country 0 (Country) 0,00 47
32 1.522,19 1.522,19 0,65 Country 0 (Country) 0,00 93
33 1.151,35 1.151,35 0,60 Country 0 (Country) 0,00 108
34 382,05 382,05 0,60 Country 0 (Country) 0,00 113
35 758,05 758,05 0,60 Country 0 (Country) 0,00 117
36 562,90 562,90 0,60 Country 0 (Country) 0,00 123
37 185,57 185,57 0,60 Country 0 (Country) 0,00 129
38 363,96 363,96 0,60 Country 0 (Country) 0,00 132
39 359,83 359,83 0,60 Country 0 (Country) 0,00 134
40 180,77 180,77 0,60 Country 0 (Country) 0,00 137
41 0,19 0,19 0,60 Country 0 (Country) 0,00 142
42 335,56 335,56 0,60 Country 0 (Country) 0,00 142
43 0,38 0,38 0,80 Country 0 (Country) 0,00 143
44 0,38 0,38 0,80 Country 0 (Country) 0,00 143
45 0,38 0,38 0,80 Country 0 (Country) 0,00 143
46 0,38 0,38 0,80 Country 0 (Country) 0,00 143
47 0,38 0,38 0,80 Country 0 (Country) 0,00 143
48 0,38 0,38 0,80 Country 0 (Country) 0,00 143
49 0,38 0,38 0,80 Country 0 (Country) 0,00 143
50 0,38 0,38 0,80 Country 0 (Country) 0,00 143
51 0,38 0,38 0,80 Country 0 (Country) 0,00 143
52 0,38 0,38 0,80 Country 0 (Country) 0,00 143
53 0,38 0,38 0,80 Country 0 (Country) 0,00 143
54 0,38 0,38 0,80 Country 0 (Country) 0,00 143
55 0,38 0,38 0,80 Country 0 (Country) 0,00 143
56 0,38 0,38 0,80 Country 0 (Country) 0,00 143
57 0,38 0,38 0,80 Country 0 (Country) 0,00 143
58 0,38 0,38 0,80 Country 0 (Country) 0,00 143
59 0,38 0,38 0,80 Country 0 (Country) 0,00 143
60 0,38 0,38 0,80 Country 0 (Country) 0,00 143
61 0,38 0,38 0,80 Country 0 (Country) 0,00 143
62 0,38 0,38 0,80 Country 0 (Country) 0,00 143
63 0,38 0,38 0,80 Country 0 (Country) 0,00 143
64 0,38 0,38 0,80 Country 0 (Country) 0,00 143
65 0,38 0,38 0,80 Country 0 (Country) 0,00 143
66 0,38 0,38 0,80 Country 0 (Country) 0,00 143
67 0,38 0,38 0,80 Country 0 (Country) 0,00 143
68 0,38 0,38 0,80 Country 0 (Country) 0,00 143
69 0,38 0,38 0,80 Country 0 (Country) 0,00 143
70 0,38 0,38 0,80 Country 0 (Country) 0,00 143
71 0,38 0,38 0,80 Country 0 (Country) 0,00 143
72 0,38 0,38 0,80 Country 0 (Country) 0,00 143
73 0,38 0,38 0,80 Country 0 (Country) 0,00 143
74 0,38 0,38 0,80 Country 0 (Country) 0,00 143
75 0,38 0,38 0,80 Country 0 (Country) 0,00 143
76 0,38 0,38 0,80 Country 0 (Country) 0,00 143
77 0,38 0,38 0,80 Country 0 (Country) 0,00 143
78 0,38 0,38 0,80 Country 0 (Country) 0,00 143
79 0,38 0,38 0,80 Country 0 (Country) 0,00 143
80 0,38 0,38 0,80 Country 0 (Country) 0,00 143
81 0,38 0,38 0,80 Country 0 (Country) 0,00 143
82 0,38 0,38 0,80 Country 0 (Country) 0,00 143
83 0,38 0,38 0,80 Country 0 (Country) 0,00 143
84 0,38 0,38 0,80 Country 0 (Country) 0,00 143
85 0,38 0,38 0,80 Country 0 (Country) 0,00 143
