1000
0 151,67 151,67 0,53 Country 5 (Country) 1,00 0
1 151,57 151,57 0,53 Country 5 (Country) 1,00 1
2 151,57 112,23 0,53 Country 5 (Country) 1,00 1
3 151,57 117,26 0,53 Country 5 (Country) 1,00 1
4 151,57 118,50 0,53 Country 5 (Country) 1,00 1
5 151,57 119,11 0,53 Country 5 (Country) 1,00 1
6 151,57 120,14 0,53 Country 5 (Country) 1,00 1
7 151,57 120,71 0,53 Country 5 (Country) 1,00 1
8 151,57 120,71 0,53 Country 5 (Country) 1,00 1
9 151,57 120,71 0,53 Country 5 (Country) 1,00 1
10 151,57 120,71 0,53 Country 5 (Country) 1,00 1
11 151,57 120,71 0,53 Country 5 (Country) 1,00 1
12 151,57 120,71 0,53 Country 5 (Country) 1,00 1
13 151,57 120,71 0,53 Country 5 (Country) 1,00 1
14 151,57 120,71 0,53 Country 5 (Country) 1,00 1
15 151,57 120,71 0,53 Country 5 (Country) 1,00 1
16 151,57 120,71 0,53 Country 5 (Country) 1,00 1
17 151,57 120,71 0,53 Country 5 (Country) 1,00 1
18 151,57 120,71 0,53 Country 5 (Country) 1,00 1
19 151,57 120,71 0,53 Country 5 (Country) 1,00 1
20 151,57 120,71 0,53 Country 5 (Country) 1,00 1
21 151,57 120,71 0,53 Country 5 (Country) 1,00 1
22 151,57 120,71 0,53 Country 5 (Country) 1,00 1
23 151,57 120,71 0,53 Country 5 (Country) 1,00 1
24 151,57 120,71 0,53 Country 5 (Country) 1,00 1
25 151,57 120,71 0,53 Country 5 (Country) 1,00 1
26 151,57 120,71 0,53 Country 5 (Country) 1,00 1
27 151,57 120,71 0,53 Country 5 (Country) 1,00 1
28 151,57 120,71 0,53 Country 5 (Country) 1,00 1
29 151,57 120,71 0,53 Country 5 (Country) 1,00 1
30 151,57 120,71 0,53 Country 5 (Country) 1,00 1
31 0,91 0,73 0,53 Country 5 (Country) 1,00 4
32 1,33 1,17 0,53 Country 5 (Country) 1,00 8
33 1,33 1,21 0,53 Country 5 (Country) 1,00 8
34 1,33 1,34 0,53 Country 5 (Country) 1,00 8
35 1,33 1,43 0,53 Country 5 (Country) 1,00 8
36 1,33 1,39 0,53 Country 5 (Country) 1,00 8
37 1,33 1,38 0,53 Country 5 (Country) 1,00 8
38 1,33 1,42 0,53 Country 5 (Country) 1,00 8
39 1,33 1,41 0,53 Country 5 (Country) 1,00 8
40 1,33 1,40 0,53 Country 5 (Country) 1,00 8
41 1,33 1,42 0,53 Country 5 (Country) 1,00 8
42 1,33 1,44 0,53 Country 5 (Country) 1,00 8
43 1,33 1,40 0,53 Country 5 (Country) 1,00 8
44 1,33 1,44 0,53 Country 5 (Country) 1,00 8
45 1,33 1,44 0,53 Country 5 (Country) 1,00 8
46 1,33 1,44 0,53 Country 5 (Country) 1,00 8
47 1,33 1,44 0,53 Country 5 (Country) 1,00 8
48 1,33 1,44 0,53 Country 5 (Country) 1,00 8
49 1,33 1,44 0,53 Country 5 (Country) 1,00 8
50 1,33 1,44 0,53 Country 5 (Country) 1,00 8
51 1,33 1,44 0,53 Country 5 (Country) 1,00 8
52 0,07 0,07 0,53 Country 5 (Country) 1,00 9
53 0,07 0,07 0,53 Country 5 (Country) 1,00 9
54 0,07 0,07 0,53 Country 5 (Country) 1,00 9
55 0,07 0,07 0,53 Country 5 (Country) 1,00 9
56 0,07 0,07 0,53 Country 5 (Country) 1,00 9
57 0,07 0,07 0,53 Country 5 (Country) 1,00 9
58 0,07 0,07 0,53 Country 5 (Country) 1,00 9
59 0,07 0,07 0,53 Country 5 (Country) 1,00 9
60 0,07 0,07 0,53 Country 5 (Country) 1,00 9
61 0,07 0,07 0,53 Country 5 (Country) 1,00 9
62 0,07 0,07 0,53 Country 5 (Country) 1,00 9
63 0,07 0,07 0,53 Country 5 (Country) 1,00 9
64 0,07 0,07 0,53 Country 5 (Country) 1,00 9
65 0,07 0,07 0,53 Country 5 (Country) 1,00 9
66 0,07 0,07 0,53 Country 5 (Country) 1,00 9
67 0,07 0,07 0,53 Country 5 (Country) 1,00 9
68 0,07 0,07 0,53 Country 5 (Country) 1,00 9
69 0,07 0,07 0,53 Country 5 (Country) 1,00 9
70 0,07 0,07 0,53 Country 5 (Country) 1,00 9
71 0,07 0,07 0,53 Country 5 (Country) 1,00 9
72 0,07 0,07 0,53 Country 5 (Country) 1,00 9
73 0,07 0,07 0,53 Country 5 (Country) 1,00 9
74 0,07 0,07 0,53 Country 5 (Country) 1,00 9
75 0,07 0,07 0,53 Country 5 (Country) 1,00 9
76 0,07 0,07 0,53 Country 5 (Country) 1,00 9
77 0,07 0,07 0,53 Country 5 (Country) 1,00 9
78 0,07 0,07 0,53 Country 5 (Country) 1,00 9
79 0,07 0,07 0,53 Country 5 (Country) 1,00 9
80 0,07 0,07 0,53 Country 5 (Country) 1,00 9
81 0,07 0,07 0,53 Country 5 (Country) 1,00 9
82 0,07 0,07 0,53 Country 5 (Country) 1,00 9
83 0,07 0,07 0,53 Country 5 (Country) 1,00 9
84 0,07 0,07 0,53 Country 5 (Country) 1,00 9
85 0,07 0,07 0,53 Country 5 (Country) 1,00 9
86 0,07 0,07 0,53 Country 5 (Country) 1,00 9
87 0,07 0,07 0,53 Country 5 (Country) 1,00 9
88 0,07 0,07 0,53 Country 5 (Country) 1,00 9
89 0,07 0,07 0,53 Country 5 (Country) 1,00 9
90 0,07 0,07 0,53 Country 5 (Country) 1,00 9
91 0,34 0,37 0,53 Country 5 (Country) 1,00 9
92 0,04 0,05 0,53 Country 5 (Country) 1,00 10
93 0,04 0,05 0,53 Country 5 (Country) 1,00 10
94 0,04 0,05 0,53 Country 5 (Country) 1,00 10
95 0,04 0,05 0,53 Country 5 (Country) 1,00 10
96 0,04 0,05 0,53 Country 5 (Country) 1,00 10
97 0,04 0,05 0,53 Country 5 (Country) 1,00 10
98 0,04 0,05 0,53 Country 5 (Country) 1,00 10
99 0,04 0,05 0,53 Country 5 (Country) 1,00 10
100 0,04 0,05 0,53 Country 5 (Country) 1,00 10
101 0,04 0,05 0,53 Country 5 (Country) 1,00 10
102 0,04 0,05 0,53 Country 5 (Country) 1,00 10
103 0,04 0,05 0,53 Country 5 (Country) 1,00 10
104 0,04 0,05 0,53 Country 5 (Country) 1,00 10
105 0,04 0,05 0,53 Country 5 (Country) 1,00 10
106 0,04 0,05 0,53 Country 5 (Country) 1,00 10
107 0,04 0,05 0,53 Country 5 (Country) 1,00 10
108 0,04 0,05 0,53 Country 5 (Country) 1,00 10
109 0,04 0,05 0,53 Country 5 (Country) 1,00 10
110 0,04 0,05 0,53 Country 5 (Country) 1,00 10
111 0,04 0,05 0,53 Country 5 (Country) 1,00 10
112 0,04 0,05 0,53 Country 5 (Country) 1,00 10
113 0,04 0,05 0,53 Country 5 (Country) 1,00 10
114 0,04 0,05 0,53 Country 5 (Country) 1,00 10
115 0,04 0,05 0,53 Country 5 (Country) 1,00 10
116 0,04 0,05 0,53 Country 5 (Country) 1,00 10
117 0,04 0,05 0,53 Country 5 (Country) 1,00 10
118 0,04 0,05 0,53 Country 5 (Country) 1,00 10
119 0,04 0,05 0,53 Country 5 (Country) 1,00 10
120 0,04 0,05 0,53 Country 5 (Country) 1,00 10
121 0,04 0,05 0,53 Country 5 (Country) 1,00 10
122 0,04 0,05 0,53 Country 5 (Country) 1,00 10
123 0,04 0,05 0,53 Country 5 (Country) 1,00 10
124 0,04 0,05 0,53 Country 5 (Country) 1,00 10
125 0,04 0,05 0,53 Country 5 (Country) 1,00 10
126 0,04 0,05 0,53 Country 5 (Country) 1,00 10
127 0,04 0,05 0,53 Country 5 (Country) 1,00 10
128 0,04 0,05 0,53 Country 5 (Country) 1,00 10
129 0,04 0,05 0,53 Country 5 (Country) 1,00 10
130 0,04 0,05 0,53 Country 5 (Country) 1,00 10
131 0,04 0,05 0,53 Country 5 (Country) 1,00 10
132 0,04 0,05 0,53 Country 5 (Country) 1,00 10
133 0,04 0,05 0,53 Country 5 (Country) 1,00 10
134 0,04 0,05 0,53 Country 5 (Country) 1,00 10
135 0,04 0,05 0,53 Country 5 (Country) 1,00 10
136 0,04 0,05 0,53 Country 5 (Country) 1,00 10
137 0,04 0,05 0,53 Country 5 (Country) 1,00 10
138 0,04 0,05 0,53 Country 5 (Country) 1,00 10
139 0,04 0,05 0,53 Country 5 (Country) 1,00 10
140 0,04 0,05 0,53 Country 5 (Country) 1,00 10
141 0,04 0,05 0,53 Country 5 (Country) 1,00 10
142 0,04 0,05 0,53 Country 5 (Country) 1,00 10
143 0,04 0,05 0,53 Country 5 (Country) 1,00 10
144 0,04 0,05 0,53 Country 5 (Country) 1,00 10
145 0,04 0,05 0,53 Country 5 (Country) 1,00 10
146 0,04 0,05 0,53 Country 5 (Country) 1,00 10
147 0,04 0,05 0,53 Country 5 (Country) 1,00 10
148 0,04 0,05 0,53 Country 5 (Country) 1,00 10
149 0,04 0,05 0,53 Country 5 (Country) 1,00 10
150 0,04 0,05 0,53 Country 5 (Country) 1,00 10
151 0,04 0,05 0,53 Country 5 (Country) 1,00 10
152 0,04 0,05 0,53 Country 5 (Country) 1,00 10
153 0,04 0,05 0,53 Country 5 (Country) 1,00 10
154 0,04 0,05 0,53 Country 5 (Country) 1,00 10
155 0,04 0,05 0,53 Country 5 (Country) 1,00 10
156 0,04 0,05 0,53 Country 5 (Country) 1,00 10
157 0,04 0,05 0,53 Country 5 (Country) 1,00 10
158 0,04 0,05 0,53 Country 5 (Country) 1,00 10
159 0,04 0,05 0,53 Country 5 (Country) 1,00 10
160 0,04 0,05 0,53 Country 5 (Country) 1,00 10
161 0,04 0,05 0,53 Country 5 (Country) 1,00 10
162 0,04 0,05 0,53 Country 5 (Country) 1,00 10
163 0,04 0,05 0,53 Country 5 (Country) 1,00 10
164 0,04 0,05 0,53 Country 5 (Country) 1,00 10
165 0,04 0,05 0,53 Country 5 (Country) 1,00 10
166 0,04 0,05 0,53 Country 5 (Country) 1,00 10
167 0,04 0,05 0,53 Country 5 (Country) 1,00 10
168 0,04 0,05 0,53 Country 5 (Country) 1,00 10
169 0,04 0,05 0,53 Country 5 (Country) 1,00 10
170 0,04 0,05 0,53 Country 5 (Country) 1,00 10
171 0,04 0,05 0,53 Country 5 (Country) 1,00 10
172 0,04 0,05 0,53 Country 5 (Country) 1,00 10
173 0,04 0,05 0,53 Country 5 (Country) 1,00 10
174 0,04 0,05 0,53 Country 5 (Country) 1,00 10
175 0,04 0,05 0,53 Country 5 (Country) 1,00 10
176 0,04 0,05 0,53 Country 5 (Country) 1,00 10
177 0,04 0,05 0,53 Country 5 (Country) 1,00 10
178 0,04 0,05 0,53 Country 5 (Country) 1,00 10
179 0,04 0,05 0,53 Country 5 (Country) 1,00 10
180 0,04 0,05 0,53 Country 5 (Country) 1,00 10
181 0,04 0,05 0,53 Country 5 (Country) 1,00 10
182 0,04 0,05 0,53 Country 5 (Country) 1,00 10
183 0,04 0,05 0,53 Country 5 (Country) 1,00 10
184 0,04 0,05 0,53 Country 5 (Country) 1,00 10
185 0,04 0,05 0,53 Country 5 (Country) 1,00 10
186 0,04 0,05 0,53 Country 5 (Country) 1,00 10
187 0,04 0,05 0,53 Country 5 (Country) 1,00 10
188 0,04 0,05 0,53 Country 5 (Country) 1,00 10
189 0,04 0,05 0,53 Country 5 (Country) 1,00 10
190 0,04 0,05 0,53 Country 5 (Country) 1,00 10
191 0,04 0,05 0,53 Country 5 (Country) 1,00 10
192 0,04 0,05 0,53 Country 5 (Country) 1,00 10
193 0,04 0,05 0,53 Country 5 (Country) 1,00 10
194 0,04 0,05 0,53 Country 5 (Country) 1,00 10
195 0,04 0,05 0,53 Country 5 (Country) 1,00 10
196 0,04 0,05 0,53 Country 5 (Country) 1,00 10
197 0,04 0,05 0,53 Country 5 (Country) 1,00 10
198 0,04 0,05 0,53 Country 5 (Country) 1,00 10
199 0,04 0,05 0,53 Country 5 (Country) 1,00 10
200 0,04 0,05 0,53 Country 5 (Country) 1,00 10
201 0,04 0,05 0,53 Country 5 (Country) 1,00 10
202 0,04 0,05 0,53 Country 5 (Country) 1,00 10
203 0,04 0,05 0,53 Country 5 (Country) 1,00 10
204 0,04 0,05 0,53 Country 5 (Country) 1,00 10
205 0,04 0,05 0,53 Country 5 (Country) 1,00 10
206 0,04 0,05 0,53 Country 5 (Country) 1,00 10
207 0,04 0,05 0,53 Country 5 (Country) 1,00 10
208 0,04 0,05 0,53 Country 5 (Country) 1,00 10
209 0,04 0,05 0,53 Country 5 (Country) 1,00 10
210 0,04 0,05 0,53 Country 5 (Country) 1,00 10
211 0,04 0,05 0,53 Country 5 (Country) 1,00 10
212 0,04 0,05 0,53 Country 5 (Country) 1,00 10
213 0,04 0,05 0,53 Country 5 (Country) 1,00 10
214 0,04 0,05 0,53 Country 5 (Country) 1,00 10
215 0,04 0,05 0,53 Country 5 (Country) 1,00 10
216 0,04 0,05 0,53 Country 5 (Country) 1,00 10
217 0,04 0,05 0,53 Country 5 (Country) 1,00 10
218 0,04 0,05 0,53 Country 5 (Country) 1,00 10
219 0,04 0,05 0,53 Country 5 (Country) 1,00 10
220 0,04 0,05 0,53 Country 5 (Country) 1,00 10
221 0,04 0,05 0,53 Country 5 (Country) 1,00 10
222 0,04 0,05 0,53 Country 5 (Country) 1,00 10
223 0,04 0,05 0,53 Country 5 (Country) 1,00 10
224 0,04 0,05 0,53 Country 5 (Country) 1,00 10
225 0,04 0,05 0,53 Country 5 (Country) 1,00 10
226 0,04 0,05 0,53 Country 5 (Country) 1,00 10
227 0,04 0,05 0,53 Country 5 (Country) 1,00 10
228 0,04 0,05 0,53 Country 5 (Country) 1,00 10
229 0,04 0,05 0,53 Country 5 (Country) 1,00 10
230 0,04 0,05 0,53 Country 5 (Country) 1,00 10
231 0,04 0,05 0,53 Country 5 (Country) 1,00 10
232 0,04 0,05 0,53 Country 5 (Country) 1,00 10
233 0,04 0,05 0,53 Country 5 (Country) 1,00 10
234 0,04 0,05 0,53 Country 5 (Country) 1,00 10
235 0,04 0,05 0,53 Country 5 (Country) 1,00 10
236 0,04 0,05 0,53 Country 5 (Country) 1,00 10
237 0,04 0,05 0,53 Country 5 (Country) 1,00 10
238 0,04 0,05 0,53 Country 5 (Country) 1,00 10
239 0,04 0,05 0,53 Country 5 (Country) 1,00 10
240 0,04 0,05 0,53 Country 5 (Country) 1,00 10
241 0,04 0,05 0,53 Country 5 (Country) 1,00 10
242 0,04 0,05 0,53 Country 5 (Country) 1,00 10
243 0,04 0,05 0,53 Country 5 (Country) 1,00 10
244 0,04 0,05 0,53 Country 5 (Country) 1,00 10
245 0,04 0,05 0,53 Country 5 (Country) 1,00 10
246 0,04 0,05 0,53 Country 5 (Country) 1,00 10
247 0,04 0,05 0,53 Country 5 (Country) 1,00 10
248 0,04 0,05 0,53 Country 5 (Country) 1,00 10
249 0,04 0,05 0,53 Country 5 (Country) 1,00 10
250 0,04 0,05 0,53 Country 5 (Country) 1,00 10
251 0,04 0,05 0,53 Country 5 (Country) 1,00 10
252 0,04 0,05 0,53 Country 5 (Country) 1,00 10
253 0,04 0,05 0,53 Country 5 (Country) 1,00 10
254 0,04 0,05 0,53 Country 5 (Country) 1,00 10
255 0,04 0,05 0,53 Country 5 (Country) 1,00 10
256 0,04 0,05 0,53 Country 5 (Country) 1,00 10
257 0,04 0,05 0,53 Country 5 (Country) 1,00 10
258 0,04 0,05 0,53 Country 5 (Country) 1,00 10
