500
0 994,18 994,18 0,13 Country 2 (Country) 1,00 0
1 5,53 5,53 0,13 Country 2 (Country) 1,00 10
2 1,73 0,12 0,13 Country 2 (Country) 1,00 11
3 1,73 0,11 0,13 Country 2 (Country) 1,00 11
4 1,73 0,13 0,13 Country 2 (Country) 1,00 11
5 1,73 0,11 0,13 Country 2 (Country) 1,00 11
6 1,73 0,16 0,13 Country 2 (Country) 1,00 11
7 1,73 0,14 0,13 Country 2 (Country) 1,00 11
8 1,73 0,16 0,13 Country 2 (Country) 1,00 11
9 0,24 0,05 0,13 Country 2 (Country) 1,00 12
10 0,24 0,03 0,13 Country 2 (Country) 1,00 12
11 0,24 0,08 0,13 Country 2 (Country) 1,00 12
12 0,24 0,04 0,13 Country 2 (Country) 1,00 12
13 0,24 0,05 0,13 Country 2 (Country) 1,00 12
14 0,24 0,09 0,13 Country 2 (Country) 1,00 12
15 0,24 0,04 0,13 Country 2 (Country) 1,00 12
16 0,24 0,10 0,13 Country 2 (Country) 1,00 12
17 0,24 0,08 0,13 Country 2 (Country) 1,00 12
18 0,01 0,00 0,13 Country 2 (Country) 1,00 13
19 0,01 0,00 0,13 Country 2 (Country) 1,00 13
20 0,01 0,00 0,13 Country 2 (Country) 1,00 13
21 0,01 0,00 0,13 Country 2 (Country) 1,00 13
22 0,01 0,00 0,13 Country 2 (Country) 1,00 13
23 0,01 0,00 0,13 Country 2 (Country) 1,00 13
24 0,01 0,00 0,13 Country 2 (Country) 1,00 13
25 0,01 0,00 0,13 Country 2 (Country) 1,00 13
26 0,01 0,00 0,13 Country 2 (Country) 1,00 13
27 0,01 0,00 0,13 Country 2 (Country) 1,00 13
28 0,01 0,00 0,13 Country 2 (Country) 1,00 13
29 0,01 0,00 0,13 Country 2 (Country) 1,00 13
30 0,01 0,00 0,13 Country 2 (Country) 1,00 13
31 0,01 0,00 0,13 Country 2 (Country) 1,00 13
32 0,01 0,00 0,13 Country 2 (Country) 1,00 13
33 0,01 0,00 0,13 Country 2 (Country) 1,00 13
34 0,01 0,00 0,13 Country 2 (Country) 1,00 13
35 0,01 0,00 0,13 Country 2 (Country) 1,00 13
36 0,01 0,00 0,13 Country 2 (Country) 1,00 13
37 0,01 0,00 0,13 Country 2 (Country) 1,00 13
38 0,01 0,00 0,13 Country 2 (Country) 1,00 13
39 0,01 0,00 0,13 Country 2 (Country) 1,00 13
40 0,01 0,00 0,13 Country 2 (Country) 1,00 13
41 0,01 0,00 0,13 Country 2 (Country) 1,00 13
42 0,01 0,00 0,13 Country 2 (Country) 1,00 13
43 0,01 0,00 0,13 Country 2 (Country) 1,00 13
44 0,01 0,00 0,13 Country 2 (Country) 1,00 13
45 0,01 0,00 0,13 Country 2 (Country) 1,00 13
46 0,01 0,00 0,13 Country 2 (Country) 1,00 13
47 0,01 0,00 0,13 Country 2 (Country) 1,00 13
48 0,01 0,00 0,13 Country 2 (Country) 1,00 13
49 0,01 0,00 0,13 Country 2 (Country) 1,00 13
50 0,01 0,00 0,13 Country 2 (Country) 1,00 13
51 0,01 0,00 0,13 Country 2 (Country) 1,00 13
52 0,01 0,00 0,13 Country 2 (Country) 1,00 13
53 0,01 0,00 0,13 Country 2 (Country) 1,00 13
54 0,01 0,00 0,13 Country 2 (Country) 1,00 13
55 0,01 0,00 0,13 Country 2 (Country) 1,00 13
56 0,01 0,00 0,13 Country 2 (Country) 1,00 13
57 0,01 0,00 0,13 Country 2 (Country) 1,00 13
58 0,01 0,00 0,13 Country 2 (Country) 1,00 13
59 0,01 0,00 0,13 Country 2 (Country) 1,00 13
60 0,01 0,00 0,13 Country 2 (Country) 1,00 13
61 0,01 0,00 0,13 Country 2 (Country) 1,00 13
62 0,01 0,00 0,13 Country 2 (Country) 1,00 13
63 0,01 0,00 0,13 Country 2 (Country) 1,00 13
64 0,01 0,00 0,13 Country 2 (Country) 1,00 13
65 0,01 0,00 0,13 Country 2 (Country) 1,00 13
66 0,01 0,00 0,13 Country 2 (Country) 1,00 13
67 0,01 0,00 0,13 Country 2 (Country) 1,00 13
68 0,01 0,00 0,13 Country 2 (Country) 1,00 13
69 0,01 0,00 0,13 Country 2 (Country) 1,00 13
70 0,01 0,00 0,13 Country 2 (Country) 1,00 13
71 0,01 0,00 0,13 Country 2 (Country) 1,00 13
72 0,01 0,00 0,13 Country 2 (Country) 1,00 13
73 0,01 0,00 0,13 Country 2 (Country) 1,00 13
74 0,01 0,00 0,13 Country 2 (Country) 1,00 13
75 0,01 0,00 0,13 Country 2 (Country) 1,00 13
76 0,01 0,00 0,13 Country 2 (Country) 1,00 13
77 0,01 0,00 0,13 Country 2 (Country) 1,00 13
78 0,01 0,00 0,13 Country 2 (Country) 1,00 13
79 0,01 0,00 0,13 Country 2 (Country) 1,00 13
80 0,01 0,00 0,13 Country 2 (Country) 1,00 13
81 0,01 0,00 0,13 Country 2 (Country) 1,00 13
82 0,01 0,01 0,13 Country 2 (Country) 1,00 13
83 0,01 0,00 0,13 Country 2 (Country) 1,00 13
84 0,01 0,00 0,13 Country 2 (Country) 1,00 13
85 0,01 0,00 0,13 Country 2 (Country) 1,00 13
86 0,01 0,01 0,13 Country 2 (Country) 1,00 13
87 0,01 0,01 0,13 Country 2 (Country) 1,00 13
88 0,01 0,01 0,13 Country 2 (Country) 1,00 13
89 0,01 0,01 0,13 Country 2 (Country) 1,00 13
90 0,01 0,01 0,13 Country 2 (Country) 1,00 13
91 0,01 0,01 0,13 Country 2 (Country) 1,00 13
92 0,01 0,01 0,13 Country 2 (Country) 1,00 13
93 0,01 0,00 0,13 Country 2 (Country) 1,00 13
94 0,01 0,01 0,13 Country 2 (Country) 1,00 13
95 0,01 0,01 0,13 Country 2 (Country) 1,00 13
96 0,01 0,01 0,13 Country 2 (Country) 1,00 13
97 0,01 0,01 0,13 Country 2 (Country) 1,00 13
98 0,01 0,01 0,13 Country 2 (Country) 1,00 13
99 0,01 0,01 0,13 Country 2 (Country) 1,00 13
100 0,01 0,01 0,13 Country 2 (Country) 1,00 13
101 0,01 0,01 0,13 Country 2 (Country) 1,00 13
102 0,01 0,01 0,13 Country 2 (Country) 1,00 13
103 0,01 0,01 0,13 Country 2 (Country) 1,00 13
104 0,01 0,01 0,13 Country 2 (Country) 1,00 13
105 0,01 0,01 0,13 Country 2 (Country) 1,00 13
106 0,01 0,01 0,13 Country 2 (Country) 1,00 13
107 0,01 0,01 0,13 Country 2 (Country) 1,00 13
108 0,01 0,01 0,13 Country 2 (Country) 1,00 13
109 0,01 0,01 0,13 Country 2 (Country) 1,00 13
110 0,01 0,01 0,13 Country 2 (Country) 1,00 13
111 0,01 0,01 0,13 Country 2 (Country) 1,00 13
112 0,01 0,01 0,13 Country 2 (Country) 1,00 13
113 0,01 0,01 0,13 Country 2 (Country) 1,00 13
114 0,01 0,01 0,13 Country 2 (Country) 1,00 13
115 0,01 0,01 0,13 Country 2 (Country) 1,00 13
116 0,01 0,01 0,13 Country 2 (Country) 1,00 13
117 0,01 0,01 0,13 Country 2 (Country) 1,00 13
118 0,01 0,01 0,13 Country 2 (Country) 1,00 13
119 0,01 0,01 0,13 Country 2 (Country) 1,00 13
120 0,01 0,01 0,13 Country 2 (Country) 1,00 13
121 0,01 0,01 0,13 Country 2 (Country) 1,00 13
122 0,01 0,01 0,13 Country 2 (Country) 1,00 13
123 0,01 0,01 0,13 Country 2 (Country) 1,00 13
124 0,01 0,01 0,13 Country 2 (Country) 1,00 13
125 0,01 0,01 0,13 Country 2 (Country) 1,00 13
126 0,01 0,01 0,13 Country 2 (Country) 1,00 13
127 0,01 0,01 0,13 Country 2 (Country) 1,00 13
128 0,01 0,01 0,13 Country 2 (Country) 1,00 13
129 0,01 0,01 0,13 Country 2 (Country) 1,00 13
130 0,01 0,01 0,13 Country 2 (Country) 1,00 13
131 0,01 0,01 0,13 Country 2 (Country) 1,00 13
132 0,01 0,01 0,13 Country 2 (Country) 1,00 13
133 0,01 0,01 0,13 Country 2 (Country) 1,00 13
134 0,01 0,01 0,13 Country 2 (Country) 1,00 13
135 0,01 0,01 0,13 Country 2 (Country) 1,00 13
136 0,01 0,01 0,13 Country 2 (Country) 1,00 13
137 0,01 0,01 0,13 Country 2 (Country) 1,00 13
138 0,01 0,01 0,13 Country 2 (Country) 1,00 13
139 0,01 0,01 0,13 Country 2 (Country) 1,00 13
140 0,01 0,01 0,13 Country 2 (Country) 1,00 13
141 0,01 0,01 0,13 Country 2 (Country) 1,00 13
142 0,01 0,01 0,13 Country 2 (Country) 1,00 13
143 0,01 0,01 0,13 Country 2 (Country) 1,00 13
144 0,01 0,01 0,13 Country 2 (Country) 1,00 13
145 0,01 0,01 0,13 Country 2 (Country) 1,00 13
146 0,01 0,01 0,13 Country 2 (Country) 1,00 13
147 0,01 0,01 0,13 Country 2 (Country) 1,00 13
148 0,01 0,01 0,13 Country 2 (Country) 1,00 13
149 0,01 0,01 0,13 Country 2 (Country) 1,00 13
150 0,01 0,01 0,13 Country 2 (Country) 1,00 13
151 0,01 0,01 0,13 Country 2 (Country) 1,00 13
152 0,01 0,01 0,13 Country 2 (Country) 1,00 13
153 0,01 0,01 0,13 Country 2 (Country) 1,00 13
154 0,01 0,01 0,13 Country 2 (Country) 1,00 13
155 0,01 0,01 0,13 Country 2 (Country) 1,00 13
156 0,01 0,01 0,13 Country 2 (Country) 1,00 13
157 0,01 0,01 0,13 Country 2 (Country) 1,00 13
158 0,01 0,01 0,13 Country 2 (Country) 1,00 13
159 0,01 0,01 0,13 Country 2 (Country) 1,00 13
160 0,01 0,01 0,13 Country 2 (Country) 1,00 13
161 0,01 0,01 0,13 Country 2 (Country) 1,00 13
162 0,01 0,01 0,13 Country 2 (Country) 1,00 13
163 0,01 0,01 0,13 Country 2 (Country) 1,00 13
164 0,01 0,01 0,13 Country 2 (Country) 1,00 13
165 0,01 0,01 0,13 Country 2 (Country) 1,00 13
166 0,01 0,01 0,13 Country 2 (Country) 1,00 13
167 0,01 0,01 0,13 Country 2 (Country) 1,00 13
168 0,01 0,01 0,13 Country 2 (Country) 1,00 13
169 0,01 0,01 0,13 Country 2 (Country) 1,00 13
170 0,01 0,01 0,13 Country 2 (Country) 1,00 13
171 0,01 0,01 0,13 Country 2 (Country) 1,00 13
172 0,01 0,01 0,13 Country 2 (Country) 1,00 13
173 0,01 0,01 0,13 Country 2 (Country) 1,00 13
174 0,01 0,01 0,13 Country 2 (Country) 1,00 13
175 0,01 0,01 0,13 Country 2 (Country) 1,00 13
