500
0 1.650,37 1.650,37 0,24 Country 1 (Country) 2,00 0
1 1.852,85 1.852,85 0,24 Country 1 (Country) 2,00 11
2 1.142,52 111,83 0,24 Country 1 (Country) 2,00 19
3 394,04 84,02 0,03 Country 1 (Country) 2,00 28
4 0,57 0,17 0,03 Country 1 (Country) 2,00 40
5 250,98 83,47 0,03 Country 1 (Country) 2,00 51
6 0,40 0,16 0,08 Country 1 (Country) 2,00 61
7 134,23 55,48 0,08 Country 1 (Country) 2,00 61
8 311,50 121,66 0,05 Country 1 (Country) 2,00 68
9 421,10 203,34 0,05 Country 1 (Country) 2,00 74
10 161,50 73,21 0,05 Country 1 (Country) 2,00 92
11 102,13 47,99 0,05 Country 1 (Country) 2,00 97
12 132,82 55,00 0,05 Country 1 (Country) 2,00 107
13 60,20 28,19 0,05 Country 1 (Country) 2,00 119
14 4,43 2,68 0,09 Country 1 (Country) 2,00 126
15 46,20 14,28 0,09 Country 1 (Country) 2,00 128
16 114,42 67,45 0,09 Country 1 (Country) 2,00 134
17 26,30 14,54 0,09 Country 1 (Country) 2,00 139
18 25,77 12,78 0,09 Country 1 (Country) 2,00 146
19 45,03 19,71 0,09 Country 1 (Country) 2,00 151
20 0,82 0,42 0,09 Country 1 (Country) 2,00 154
21 22,05 10,47 0,09 Country 1 (Country) 2,00 165
22 0,05 0,02 0,09 Country 1 (Country) 2,00 171
23 40,02 19,96 0,09 Country 1 (Country) 2,00 184
24 0,68 0,36 0,09 Country 1 (Country) 2,00 190
25 1,12 0,64 0,09 Country 1 (Country) 2,00 201
26 33,71 19,48 0,09 Country 1 (Country) 2,00 212
27 1,79 0,87 0,06 Country 1 (Country) 2,00 218
28 0,71 0,29 0,06 Country 1 (Country) 2,00 223
29 22,55 10,97 0,06 Country 1 (Country) 2,00 226
30 33,53 16,81 0,06 Country 1 (Country) 2,00 233
31 22,15 8,81 0,06 Country 1 (Country) 2,00 241
32 0,35 0,07 0,06 Country 1 (Country) 2,00 243
33 0,91 0,16 0,06 Country 1 (Country) 2,00 249
34 2,47 0,21 0,06 Country 1 (Country) 2,00 253
35 1,91 0,19 0,06 Country 1 (Country) 2,00 255
36 33,07 4,13 0,06 Country 1 (Country) 2,00 257
37 11,94 0,94 0,06 Country 1 (Country) 2,00 262
38 0,40 0,03 0,06 Country 1 (Country) 2,00 267
39 69,52 5,67 0,06 Country 1 (Country) 2,00 272
40 4,68 0,36 0,06 Country 1 (Country) 2,00 274
41 9,38 0,62 0,06 Country 1 (Country) 2,00 278
42 1,93 0,17 0,06 Country 1 (Country) 2,00 285
43 4,30 0,41 0,06 Country 1 (Country) 2,00 290
44 44,18 4,73 0,06 Country 1 (Country) 2,00 291
45 14,27 1,30 0,06 Country 1 (Country) 2,00 297
46 1,36 0,13 0,02 Country 1 (Country) 2,00 299
47 1,36 0,12 0,02 Country 1 (Country) 2,00 299
48 0,90 0,08 0,02 Country 1 (Country) 2,00 300
49 0,43 0,04 0,02 Country 1 (Country) 2,00 301
50 0,43 0,04 0,02 Country 1 (Country) 2,00 301
51 0,43 0,05 0,02 Country 1 (Country) 2,00 301
52 56,20 6,57 0,02 Country 1 (Country) 2,00 302
53 5,72 0,66 0,02 Country 1 (Country) 2,00 308
54 0,22 0,02 0,02 Country 1 (Country) 2,00 314
55 0,22 0,03 0,02 Country 1 (Country) 2,00 314
56 0,02 0,00 0,02 Country 1 (Country) 2,00 315
57 24,81 3,02 0,02 Country 1 (Country) 2,00 318
58 1,25 0,16 0,02 Country 1 (Country) 2,00 319
59 0,02 0,00 0,02 Country 1 (Country) 2,00 320
60 0,02 0,00 0,02 Country 1 (Country) 2,00 320
61 0,02 0,00 0,02 Country 1 (Country) 2,00 320
62 0,02 0,00 0,02 Country 1 (Country) 2,00 320
63 22,81 2,80 0,78 Country 1 (Country) 2,00 324
64 1,39 0,17 0,78 Country 1 (Country) 2,00 328
65 88,89 10,67 0,78 Country 1 (Country) 2,00 338
66 43,57 6,56 0,78 Country 1 (Country) 2,00 347
67 0,50 0,06 0,78 Country 1 (Country) 2,00 352
68 20,82 2,43 0,80 Country 1 (Country) 2,00 357
69 14,10 1,76 0,80 Country 1 (Country) 2,00 365
70 29,78 4,04 0,80 Country 1 (Country) 2,00 369
71 175,57 22,50 0,80 Country 1 (Country) 2,00 372
72 168,68 21,09 0,80 Country 1 (Country) 2,00 377
73 42,84 5,88 0,80 Country 1 (Country) 2,00 384
74 3,06 0,38 0,80 Country 1 (Country) 2,00 397
75 684,26 84,93 0,80 Country 1 (Country) 2,00 400
76 346,78 46,00 0,80 Country 1 (Country) 2,00 415
77 1.368,57 189,11 0,80 Country 1 (Country) 2,00 430
78 1.149,65 165,12 0,80 Country 1 (Country) 2,00 463
79 166,03 25,33 0,80 Country 1 (Country) 2,00 500
80 0,01 0,00 0,80 Country 1 (Country) 2,00 513
81 0,01 0,00 0,80 Country 1 (Country) 2,00 513
82 0,01 0,00 0,80 Country 1 (Country) 2,00 513
83 0,01 0,00 0,80 Country 1 (Country) 2,00 513
84 0,01 0,00 0,80 Country 1 (Country) 2,00 513
85 0,01 0,00 0,80 Country 1 (Country) 2,00 513
86 0,01 0,00 0,80 Country 1 (Country) 2,00 513
87 0,01 0,00 0,80 Country 1 (Country) 2,00 513
88 0,01 0,00 0,80 Country 1 (Country) 2,00 513
89 0,01 0,00 0,80 Country 1 (Country) 2,00 513
90 0,01 0,00 0,80 Country 1 (Country) 2,00 513
91 0,01 0,00 0,80 Country 1 (Country) 2,00 513
92 0,01 0,00 0,80 Country 1 (Country) 2,00 513
93 0,01 0,00 0,80 Country 1 (Country) 2,00 513
94 0,01 0,00 0,80 Country 1 (Country) 2,00 513
95 0,01 0,00 0,80 Country 1 (Country) 2,00 513
96 0,01 0,00 0,80 Country 1 (Country) 2,00 513
97 0,01 0,00 0,80 Country 1 (Country) 2,00 513
98 0,01 0,00 0,80 Country 1 (Country) 2,00 513
99 0,01 0,00 0,80 Country 1 (Country) 2,00 513
100 0,01 0,00 0,80 Country 1 (Country) 2,00 513
101 0,01 0,00 0,80 Country 1 (Country) 2,00 513
102 0,01 0,00 0,80 Country 1 (Country) 2,00 513
103 0,01 0,00 0,80 Country 1 (Country) 2,00 513
104 0,01 0,00 0,80 Country 1 (Country) 2,00 513
105 0,01 0,00 0,80 Country 1 (Country) 2,00 513
106 0,01 0,00 0,80 Country 1 (Country) 2,00 513
107 0,01 0,00 0,80 Country 1 (Country) 2,00 513
108 0,01 0,00 0,80 Country 1 (Country) 2,00 513
109 0,01 0,00 0,80 Country 1 (Country) 2,00 513
110 0,01 0,00 0,80 Country 1 (Country) 2,00 513
111 0,01 0,00 0,80 Country 1 (Country) 2,00 513
112 0,01 0,00 0,80 Country 1 (Country) 2,00 513
113 0,01 0,00 0,80 Country 1 (Country) 2,00 513
114 0,01 0,00 0,80 Country 1 (Country) 2,00 513
115 0,01 0,00 0,80 Country 1 (Country) 2,00 513
116 0,01 0,00 0,80 Country 1 (Country) 2,00 513
117 0,01 0,00 0,80 Country 1 (Country) 2,00 513
118 0,01 0,00 0,80 Country 1 (Country) 2,00 513
119 0,01 0,00 0,80 Country 1 (Country) 2,00 513
120 0,01 0,00 0,80 Country 1 (Country) 2,00 513
121 0,01 0,00 0,80 Country 1 (Country) 2,00 513
122 0,01 0,00 0,80 Country 1 (Country) 2,00 513
123 0,01 0,00 0,80 Country 1 (Country) 2,00 513
124 0,01 0,00 0,80 Country 1 (Country) 2,00 513
125 0,01 0,00 0,80 Country 1 (Country) 2,00 513
126 0,01 0,00 0,80 Country 1 (Country) 2,00 513
127 0,01 0,00 0,80 Country 1 (Country) 2,00 513
128 0,01 0,00 0,80 Country 1 (Country) 2,00 513
129 0,01 0,00 0,80 Country 1 (Country) 2,00 513
130 0,01 0,00 0,80 Country 1 (Country) 2,00 513
131 0,01 0,00 0,80 Country 1 (Country) 2,00 513
132 0,01 0,00 0,80 Country 1 (Country) 2,00 513
133 0,01 0,00 0,80 Country 1 (Country) 2,00 513
134 0,01 0,00 0,80 Country 1 (Country) 2,00 513
135 0,01 0,00 0,80 Country 1 (Country) 2,00 513
136 0,01 0,00 0,80 Country 1 (Country) 2,00 513
137 0,01 0,00 0,80 Country 1 (Country) 2,00 513
138 0,01 0,00 0,80 Country 1 (Country) 2,00 513
139 0,01 0,00 0,80 Country 1 (Country) 2,00 513
140 0,01 0,00 0,80 Country 1 (Country) 2,00 513
141 0,01 0,00 0,80 Country 1 (Country) 2,00 513
142 0,01 0,00 0,80 Country 1 (Country) 2,00 513
143 0,01 0,00 0,80 Country 1 (Country) 2,00 513
144 0,01 0,00 0,80 Country 1 (Country) 2,00 513
145 0,01 0,00 0,80 Country 1 (Country) 2,00 513
146 2,68 0,40 0,80 Country 1 (Country) 2,00 521
147 32,63 4,67 0,80 Country 1 (Country) 2,00 527
148 0,69 0,10 0,23 Country 1 (Country) 2,00 530
149 0,69 0,10 0,23 Country 1 (Country) 2,00 530
150 0,47 0,07 0,23 Country 1 (Country) 2,00 531
151 0,47 0,07 0,23 Country 1 (Country) 2,00 531
152 0,47 0,07 0,23 Country 1 (Country) 2,00 531
153 0,25 0,04 0,23 Country 1 (Country) 2,00 532
154 0,04 0,01 0,23 Country 1 (Country) 2,00 533
155 0,04 0,01 0,23 Country 1 (Country) 2,00 533
156 0,04 0,01 0,23 Country 1 (Country) 2,00 533
157 0,04 0,01 0,23 Country 1 (Country) 2,00 533
158 0,04 0,01 0,23 Country 1 (Country) 2,00 533
159 0,04 0,01 0,23 Country 1 (Country) 2,00 533
160 0,04 0,01 0,23 Country 1 (Country) 2,00 533
161 0,04 0,01 0,23 Country 1 (Country) 2,00 533
162 0,04 0,01 0,23 Country 1 (Country) 2,00 533
163 0,04 0,01 0,23 Country 1 (Country) 2,00 533
164 0,04 0,01 0,23 Country 1 (Country) 2,00 533
165 0,04 0,01 0,23 Country 1 (Country) 2,00 533
166 0,04 0,01 0,23 Country 1 (Country) 2,00 533
167 0,04 0,01 0,23 Country 1 (Country) 2,00 533
168 0,04 0,01 0,23 Country 1 (Country) 2,00 533
169 0,04 0,01 0,23 Country 1 (Country) 2,00 533
170 0,04 0,01 0,23 Country 1 (Country) 2,00 533
171 0,04 0,01 0,23 Country 1 (Country) 2,00 533
172 103,62 15,77 0,23 Country 1 (Country) 2,00 541
173 91,91 14,23 0,23 Country 1 (Country) 2,00 552
174 1,15 0,18 0,23 Country 1 (Country) 2,00 565
175 0,40 0,06 0,23 Country 1 (Country) 2,00 567
176 0,02 0,00 0,23 Country 1 (Country) 2,00 569
177 0,02 0,00 0,23 Country 1 (Country) 2,00 569
178 0,02 0,00 0,23 Country 1 (Country) 2,00 569
179 0,02 0,00 0,23 Country 1 (Country) 2,00 569
180 61,11 9,21 0,23 Country 1 (Country) 2,00 577
181 2,25 0,35 0,23 Country 1 (Country) 2,00 584
182 0,75 0,12 0,23 Country 1 (Country) 2,00 585
183 0,16 0,02 0,23 Country 1 (Country) 2,00 586
184 0,16 0,03 0,23 Country 1 (Country) 2,00 586
185 0,16 0,03 0,23 Country 1 (Country) 2,00 586
186 0,16 0,02 0,23 Country 1 (Country) 2,00 586
187 0,16 0,02 0,23 Country 1 (Country) 2,00 586
188 0,16 0,02 0,23 Country 1 (Country) 2,00 586
189 62,21 9,26 0,23 Country 1 (Country) 2,00 598
190 0,34 0,05 0,23 Country 1 (Country) 2,00 605
191 0,05 0,01 0,23 Country 1 (Country) 2,00 606
192 0,05 0,01 0,23 Country 1 (Country) 2,00 606
193 0,05 0,01 0,23 Country 1 (Country) 2,00 606
194 0,05 0,01 0,23 Country 1 (Country) 2,00 606
195 0,05 0,01 0,23 Country 1 (Country) 2,00 606
196 0,05 0,01 0,23 Country 1 (Country) 2,00 606
197 0,05 0,01 0,23 Country 1 (Country) 2,00 606
198 0,05 0,01 0,23 Country 1 (Country) 2,00 606
199 0,05 0,01 0,23 Country 1 (Country) 2,00 606
200 0,05 0,01 0,23 Country 1 (Country) 2,00 606
