500
0 190,49 190,49 0,41 Country 5 (Country) 2,00 0
1 4,39 4,39 0,41 Country 5 (Country) 2,00 4
2 329,88 23,58 0,41 Country 5 (Country) 2,00 13
3 0,66 0,07 0,41 Country 5 (Country) 2,00 32
4 1,13 0,14 0,41 Country 5 (Country) 2,00 41
5 1,13 0,16 0,41 Country 5 (Country) 2,00 41
6 330,10 60,83 0,41 Country 5 (Country) 2,00 41
7 1,51 0,38 0,41 Country 5 (Country) 2,00 55
8 164,70 53,30 0,41 Country 5 (Country) 2,00 56
9 0,42 0,16 0,41 Country 5 (Country) 2,00 65
10 164,91 64,15 0,41 Country 5 (Country) 2,00 65
11 66,52 30,37 0,41 Country 5 (Country) 2,00 74
12 113,84 49,91 0,41 Country 5 (Country) 2,00 77
13 102,56 52,89 0,80 Country 5 (Country) 2,00 88
14 30,10 20,87 0,80 Country 5 (Country) 2,00 94
15 29,78 10,86 0,80 Country 5 (Country) 2,00 98
16 69,63 55,87 0,80 Country 5 (Country) 2,00 104
17 12,10 9,85 0,80 Country 5 (Country) 2,00 108
18 23,43 18,67 0,80 Country 5 (Country) 2,00 113
19 0,78 0,56 0,80 Country 5 (Country) 2,00 117
20 0,31 0,25 0,80 Country 5 (Country) 2,00 118
21 0,18 0,15 0,80 Country 5 (Country) 2,00 119
22 0,18 0,13 0,80 Country 5 (Country) 2,00 119
23 0,18 0,16 0,80 Country 5 (Country) 2,00 119
24 0,18 0,16 0,80 Country 5 (Country) 2,00 119
25 0,07 0,07 0,80 Country 5 (Country) 2,00 120
26 0,07 0,07 0,80 Country 5 (Country) 2,00 120
27 67,42 52,15 0,80 Country 5 (Country) 2,00 124
28 0,15 0,11 0,80 Country 5 (Country) 2,00 130
29 69,20 61,50 0,80 Country 5 (Country) 2,00 133
30 27,00 26,81 0,80 Country 5 (Country) 2,00 143
31 68,77 67,07 0,80 Country 5 (Country) 2,00 150
32 58,17 50,88 0,80 Country 5 (Country) 2,00 155
33 63,35 54,81 0,80 Country 5 (Country) 2,00 165
34 30,60 27,93 0,80 Country 5 (Country) 2,00 173
35 49,64 47,61 0,80 Country 5 (Country) 2,00 181
36 57,68 54,94 0,80 Country 5 (Country) 2,00 188
37 57,74 54,81 0,80 Country 5 (Country) 2,00 195
38 57,64 53,69 0,80 Country 5 (Country) 2,00 203
39 41,47 39,02 0,80 Country 5 (Country) 2,00 208
40 49,72 45,45 0,80 Country 5 (Country) 2,00 219
41 49,42 36,03 0,80 Country 5 (Country) 2,00 227
42 57,73 57,00 0,80 Country 5 (Country) 2,00 237
43 41,14 38,50 0,80 Country 5 (Country) 2,00 256
44 57,88 53,98 0,80 Country 5 (Country) 2,00 266
45 0,24 0,22 0,60 Country 5 (Country) 2,00 273
46 0,24 0,22 0,60 Country 5 (Country) 2,00 273
47 0,24 0,22 0,60 Country 5 (Country) 2,00 273
48 0,00 0,00 0,60 Country 5 (Country) 2,00 274
49 0,00 0,00 0,60 Country 5 (Country) 2,00 274
50 0,00 0,00 0,60 Country 5 (Country) 2,00 274
51 153,52 171,37 0,60 Country 5 (Country) 2,00 274
52 0,12 0,14 0,60 Country 5 (Country) 2,00 294
