1000
0 344,13 344,13 0,29 Country 3 (Country) 2,00 0
1 4,21 4,21 0,29 Country 3 (Country) 2,00 30
2 17,41 20,30 0,80 Country 3 (Country) 2,00 30
3 17,41 21,55 0,80 Country 3 (Country) 2,00 30
4 17,41 21,67 0,80 Country 3 (Country) 2,00 30
5 17,41 21,67 0,80 Country 3 (Country) 2,00 30
6 17,41 21,73 0,80 Country 3 (Country) 2,00 30
7 17,41 21,76 0,80 Country 3 (Country) 2,00 30
8 17,41 21,76 0,80 Country 3 (Country) 2,00 30
9 17,41 21,76 0,80 Country 3 (Country) 2,00 30
10 17,41 21,76 0,80 Country 3 (Country) 2,00 30
11 17,41 21,76 0,80 Country 3 (Country) 2,00 30
12 17,41 21,76 0,80 Country 3 (Country) 2,00 30
13 17,41 21,76 0,80 Country 3 (Country) 2,00 30
14 17,41 21,76 0,80 Country 3 (Country) 2,00 30
15 17,41 21,76 0,80 Country 3 (Country) 2,00 30
16 17,41 21,76 0,80 Country 3 (Country) 2,00 30
17 17,41 21,76 0,80 Country 3 (Country) 2,00 30
18 17,41 21,76 0,80 Country 3 (Country) 2,00 30
19 17,41 21,76 0,80 Country 3 (Country) 2,00 30
20 17,41 21,76 0,80 Country 3 (Country) 2,00 30
21 17,41 21,76 0,80 Country 3 (Country) 2,00 30
22 17,41 21,76 0,80 Country 3 (Country) 2,00 30
23 17,41 21,76 0,80 Country 3 (Country) 2,00 30
24 17,41 21,76 0,80 Country 3 (Country) 2,00 30
25 17,41 21,76 0,80 Country 3 (Country) 2,00 30
26 17,41 21,76 0,80 Country 3 (Country) 2,00 30
27 17,41 21,76 0,80 Country 3 (Country) 2,00 30
28 17,41 21,76 0,80 Country 3 (Country) 2,00 30
29 17,41 21,76 0,80 Country 3 (Country) 2,00 30
30 17,41 21,76 0,80 Country 3 (Country) 2,00 30
31 0,03 0,04 0,00 Country 3 (Country) 2,00 33
32 0,71 0,68 0,00 Country 3 (Country) 2,00 40
33 0,71 0,73 0,00 Country 3 (Country) 2,00 40
34 0,71 0,74 0,00 Country 3 (Country) 2,00 40
35 0,71 0,78 0,00 Country 3 (Country) 2,00 40
36 0,71 0,75 0,00 Country 3 (Country) 2,00 40
37 0,71 0,76 0,00 Country 3 (Country) 2,00 40
38 0,71 0,78 0,00 Country 3 (Country) 2,00 40
39 0,71 0,76 0,00 Country 3 (Country) 2,00 40
40 0,71 0,76 0,00 Country 3 (Country) 2,00 40
41 0,71 0,77 0,00 Country 3 (Country) 2,00 40
42 0,71 0,78 0,00 Country 3 (Country) 2,00 40
43 0,71 0,76 0,00 Country 3 (Country) 2,00 40
44 0,71 0,77 0,00 Country 3 (Country) 2,00 40
45 0,71 0,77 0,00 Country 3 (Country) 2,00 40
46 0,71 0,77 0,00 Country 3 (Country) 2,00 40
47 0,71 0,77 0,00 Country 3 (Country) 2,00 40
48 0,71 0,77 0,00 Country 3 (Country) 2,00 40
49 0,71 0,77 0,00 Country 3 (Country) 2,00 40
50 0,71 0,77 0,00 Country 3 (Country) 2,00 40
51 0,71 0,77 0,00 Country 3 (Country) 2,00 40
52 0,71 0,77 0,00 Country 3 (Country) 2,00 40
53 0,71 0,77 0,00 Country 3 (Country) 2,00 40
54 0,71 0,77 0,00 Country 3 (Country) 2,00 40
55 0,71 0,77 0,00 Country 3 (Country) 2,00 40
56 0,71 0,77 0,00 Country 3 (Country) 2,00 40
57 0,71 0,77 0,00 Country 3 (Country) 2,00 40
58 0,71 0,77 0,00 Country 3 (Country) 2,00 40
59 0,71 0,77 0,00 Country 3 (Country) 2,00 40
60 0,71 0,77 0,00 Country 3 (Country) 2,00 40
61 0,71 0,77 0,00 Country 3 (Country) 2,00 40
62 0,51 0,55 0,00 Country 3 (Country) 2,00 41
63 0,30 0,33 0,00 Country 3 (Country) 2,00 42
64 0,30 0,33 0,00 Country 3 (Country) 2,00 42
65 0,30 0,33 0,00 Country 3 (Country) 2,00 42
66 0,30 0,33 0,00 Country 3 (Country) 2,00 42
67 0,30 0,33 0,00 Country 3 (Country) 2,00 42
68 0,30 0,33 0,00 Country 3 (Country) 2,00 42
69 0,30 0,33 0,00 Country 3 (Country) 2,00 42
70 0,30 0,33 0,00 Country 3 (Country) 2,00 42
71 0,30 0,33 0,00 Country 3 (Country) 2,00 42
72 0,30 0,33 0,00 Country 3 (Country) 2,00 42
73 0,30 0,33 0,00 Country 3 (Country) 2,00 42
74 0,30 0,33 0,00 Country 3 (Country) 2,00 42
75 0,30 0,33 0,00 Country 3 (Country) 2,00 42
76 0,30 0,33 0,00 Country 3 (Country) 2,00 42
77 0,30 0,33 0,00 Country 3 (Country) 2,00 42
78 0,30 0,33 0,00 Country 3 (Country) 2,00 42
79 0,30 0,33 0,00 Country 3 (Country) 2,00 42
80 0,30 0,33 0,00 Country 3 (Country) 2,00 42
81 0,30 0,33 0,00 Country 3 (Country) 2,00 42
82 0,30 0,33 0,00 Country 3 (Country) 2,00 42
83 0,30 0,33 0,00 Country 3 (Country) 2,00 42
84 0,30 0,33 0,00 Country 3 (Country) 2,00 42
85 0,30 0,33 0,00 Country 3 (Country) 2,00 42
86 0,30 0,33 0,00 Country 3 (Country) 2,00 42
87 0,30 0,33 0,00 Country 3 (Country) 2,00 42
88 0,30 0,33 0,00 Country 3 (Country) 2,00 42
89 0,30 0,33 0,00 Country 3 (Country) 2,00 42
90 0,30 0,33 0,00 Country 3 (Country) 2,00 42
91 0,85 0,92 0,00 Country 3 (Country) 2,00 43
92 0,02 0,03 0,00 Country 3 (Country) 2,00 44
93 0,06 0,06 0,00 Country 3 (Country) 2,00 45
94 0,06 0,06 0,00 Country 3 (Country) 2,00 45
95 0,06 0,06 0,00 Country 3 (Country) 2,00 45
96 0,06 0,06 0,00 Country 3 (Country) 2,00 45
97 0,06 0,06 0,00 Country 3 (Country) 2,00 45
98 0,06 0,06 0,00 Country 3 (Country) 2,00 45
99 0,06 0,06 0,00 Country 3 (Country) 2,00 45
100 0,02 0,03 0,00 Country 3 (Country) 2,00 46
101 0,02 0,03 0,00 Country 3 (Country) 2,00 46
102 0,02 0,03 0,00 Country 3 (Country) 2,00 46
103 0,02 0,03 0,00 Country 3 (Country) 2,00 46
104 0,02 0,03 0,00 Country 3 (Country) 2,00 46
105 0,02 0,03 0,00 Country 3 (Country) 2,00 46
106 0,02 0,03 0,00 Country 3 (Country) 2,00 46
107 0,02 0,03 0,00 Country 3 (Country) 2,00 46
108 0,02 0,03 0,00 Country 3 (Country) 2,00 46
109 0,02 0,03 0,00 Country 3 (Country) 2,00 46
110 0,02 0,03 0,00 Country 3 (Country) 2,00 46
111 0,02 0,03 0,00 Country 3 (Country) 2,00 46
112 0,02 0,03 0,00 Country 3 (Country) 2,00 46
113 0,02 0,03 0,00 Country 3 (Country) 2,00 46
114 0,02 0,03 0,00 Country 3 (Country) 2,00 46
115 0,02 0,03 0,00 Country 3 (Country) 2,00 46
116 0,02 0,03 0,00 Country 3 (Country) 2,00 46
117 0,02 0,03 0,00 Country 3 (Country) 2,00 46
118 0,02 0,03 0,00 Country 3 (Country) 2,00 46
119 0,02 0,03 0,00 Country 3 (Country) 2,00 46
120 0,02 0,03 0,00 Country 3 (Country) 2,00 46
121 0,02 0,03 0,00 Country 3 (Country) 2,00 46
122 0,02 0,03 0,00 Country 3 (Country) 2,00 46
123 0,02 0,03 0,00 Country 3 (Country) 2,00 46
124 0,02 0,03 0,00 Country 3 (Country) 2,00 46
125 0,02 0,03 0,00 Country 3 (Country) 2,00 46
126 0,02 0,03 0,00 Country 3 (Country) 2,00 46
127 0,02 0,03 0,00 Country 3 (Country) 2,00 46
