1000
0 71,72 71,72 0,22 Country 1 (Country) 1,00 0
1 76,61 76,61 0,22 Country 1 (Country) 1,00 21
2 84,62 91,88 0,22 Country 1 (Country) 1,00 22
3 86,30 96,95 0,22 Country 1 (Country) 1,00 23
4 73,23 82,46 0,22 Country 1 (Country) 1,00 24
5 73,23 82,32 0,22 Country 1 (Country) 1,00 24
6 73,23 82,44 0,22 Country 1 (Country) 1,00 24
7 73,23 82,55 0,22 Country 1 (Country) 1,00 24
8 73,23 82,55 0,22 Country 1 (Country) 1,00 24
9 73,23 82,55 0,22 Country 1 (Country) 1,00 24
10 73,23 82,55 0,22 Country 1 (Country) 1,00 24
11 73,23 82,55 0,22 Country 1 (Country) 1,00 24
12 73,23 82,55 0,22 Country 1 (Country) 1,00 24
13 73,23 82,55 0,22 Country 1 (Country) 1,00 24
14 73,23 82,55 0,22 Country 1 (Country) 1,00 24
15 73,23 82,55 0,22 Country 1 (Country) 1,00 24
16 73,23 82,55 0,22 Country 1 (Country) 1,00 24
17 73,23 82,55 0,22 Country 1 (Country) 1,00 24
18 73,23 82,55 0,22 Country 1 (Country) 1,00 24
19 73,23 82,55 0,22 Country 1 (Country) 1,00 24
20 73,23 82,55 0,22 Country 1 (Country) 1,00 24
21 73,23 82,55 0,22 Country 1 (Country) 1,00 24
22 73,23 82,55 0,22 Country 1 (Country) 1,00 24
23 73,23 82,55 0,22 Country 1 (Country) 1,00 24
24 73,23 82,55 0,22 Country 1 (Country) 1,00 24
25 73,23 82,55 0,22 Country 1 (Country) 1,00 24
26 73,23 82,55 0,22 Country 1 (Country) 1,00 24
27 73,23 82,55 0,22 Country 1 (Country) 1,00 24
28 73,23 82,55 0,22 Country 1 (Country) 1,00 24
29 73,23 82,55 0,22 Country 1 (Country) 1,00 24
30 73,23 82,55 0,22 Country 1 (Country) 1,00 24
31 0,73 0,82 0,22 Country 1 (Country) 1,00 27
32 0,57 0,60 0,22 Country 1 (Country) 1,00 32
33 0,57 0,78 0,22 Country 1 (Country) 1,00 32
34 0,57 0,77 0,22 Country 1 (Country) 1,00 32
35 0,57 0,83 0,22 Country 1 (Country) 1,00 32
36 0,57 0,79 0,22 Country 1 (Country) 1,00 32
37 0,57 0,79 0,22 Country 1 (Country) 1,00 32
38 0,57 0,83 0,22 Country 1 (Country) 1,00 32
39 0,57 0,80 0,22 Country 1 (Country) 1,00 32
40 0,57 0,82 0,22 Country 1 (Country) 1,00 32
41 0,57 0,82 0,22 Country 1 (Country) 1,00 32
42 0,57 0,84 0,22 Country 1 (Country) 1,00 32
43 0,57 0,81 0,22 Country 1 (Country) 1,00 32
44 0,57 0,83 0,22 Country 1 (Country) 1,00 32
45 0,57 0,83 0,22 Country 1 (Country) 1,00 32
46 0,57 0,83 0,22 Country 1 (Country) 1,00 32
47 0,57 0,83 0,22 Country 1 (Country) 1,00 32
48 0,57 0,83 0,22 Country 1 (Country) 1,00 32
49 0,57 0,83 0,22 Country 1 (Country) 1,00 32
50 0,57 0,83 0,22 Country 1 (Country) 1,00 32
51 0,57 0,83 0,22 Country 1 (Country) 1,00 32
52 0,57 0,83 0,22 Country 1 (Country) 1,00 32
53 0,57 0,83 0,22 Country 1 (Country) 1,00 32
54 0,57 0,83 0,22 Country 1 (Country) 1,00 32
55 0,57 0,83 0,22 Country 1 (Country) 1,00 32
56 0,57 0,83 0,22 Country 1 (Country) 1,00 32
57 0,57 0,83 0,22 Country 1 (Country) 1,00 32
58 0,57 0,83 0,22 Country 1 (Country) 1,00 32
59 0,57 0,83 0,22 Country 1 (Country) 1,00 32
60 0,57 0,83 0,22 Country 1 (Country) 1,00 32
61 0,57 0,83 0,22 Country 1 (Country) 1,00 32
62 0,57 0,83 0,22 Country 1 (Country) 1,00 32
63 0,57 0,83 0,22 Country 1 (Country) 1,00 32
64 0,57 0,83 0,22 Country 1 (Country) 1,00 32
65 0,57 0,83 0,22 Country 1 (Country) 1,00 32
66 0,57 0,83 0,22 Country 1 (Country) 1,00 32
67 0,57 0,83 0,22 Country 1 (Country) 1,00 32
68 0,57 0,83 0,22 Country 1 (Country) 1,00 32
69 0,57 0,83 0,22 Country 1 (Country) 1,00 32
70 0,57 0,83 0,22 Country 1 (Country) 1,00 32
71 0,57 0,83 0,22 Country 1 (Country) 1,00 32
72 0,57 0,83 0,22 Country 1 (Country) 1,00 32
73 0,57 0,83 0,22 Country 1 (Country) 1,00 32
74 0,57 0,83 0,22 Country 1 (Country) 1,00 32
75 0,57 0,83 0,22 Country 1 (Country) 1,00 32
76 0,57 0,83 0,22 Country 1 (Country) 1,00 32
77 0,57 0,83 0,22 Country 1 (Country) 1,00 32
78 0,57 0,83 0,22 Country 1 (Country) 1,00 32
79 0,57 0,83 0,22 Country 1 (Country) 1,00 32
80 0,57 0,83 0,22 Country 1 (Country) 1,00 32
81 0,57 0,83 0,22 Country 1 (Country) 1,00 32
82 0,57 0,83 0,22 Country 1 (Country) 1,00 32
83 0,57 0,83 0,22 Country 1 (Country) 1,00 32
84 0,57 0,83 0,22 Country 1 (Country) 1,00 32
85 0,57 0,83 0,22 Country 1 (Country) 1,00 32
86 0,57 0,83 0,22 Country 1 (Country) 1,00 32
87 0,57 0,83 0,22 Country 1 (Country) 1,00 32
88 0,57 0,83 0,22 Country 1 (Country) 1,00 32
89 0,57 0,83 0,22 Country 1 (Country) 1,00 32
90 0,57 0,83 0,22 Country 1 (Country) 1,00 32
91 0,01 0,01 0,22 Country 1 (Country) 1,00 34
92 0,31 0,45 0,22 Country 1 (Country) 1,00 34
93 0,31 0,45 0,22 Country 1 (Country) 1,00 34
94 0,31 0,45 0,22 Country 1 (Country) 1,00 34
95 0,31 0,45 0,22 Country 1 (Country) 1,00 34
96 0,31 0,45 0,22 Country 1 (Country) 1,00 34
97 0,31 0,45 0,22 Country 1 (Country) 1,00 34
98 0,31 0,45 0,22 Country 1 (Country) 1,00 34
99 0,31 0,45 0,22 Country 1 (Country) 1,00 34
100 0,31 0,45 0,22 Country 1 (Country) 1,00 34
101 0,31 0,45 0,22 Country 1 (Country) 1,00 34
102 0,31 0,45 0,22 Country 1 (Country) 1,00 34
103 0,31 0,45 0,22 Country 1 (Country) 1,00 34
104 0,31 0,45 0,22 Country 1 (Country) 1,00 34
105 0,31 0,45 0,22 Country 1 (Country) 1,00 34
106 0,31 0,45 0,22 Country 1 (Country) 1,00 34
107 0,31 0,45 0,22 Country 1 (Country) 1,00 34
108 0,31 0,45 0,22 Country 1 (Country) 1,00 34
109 0,31 0,45 0,22 Country 1 (Country) 1,00 34
110 0,31 0,45 0,22 Country 1 (Country) 1,00 34
111 0,31 0,45 0,22 Country 1 (Country) 1,00 34
112 0,31 0,45 0,22 Country 1 (Country) 1,00 34
113 0,31 0,45 0,22 Country 1 (Country) 1,00 34
114 0,31 0,45 0,22 Country 1 (Country) 1,00 34
115 0,31 0,45 0,22 Country 1 (Country) 1,00 34
116 0,31 0,45 0,22 Country 1 (Country) 1,00 34
117 0,31 0,45 0,22 Country 1 (Country) 1,00 34
118 0,31 0,45 0,22 Country 1 (Country) 1,00 34
119 0,31 0,45 0,22 Country 1 (Country) 1,00 34
120 0,31 0,45 0,22 Country 1 (Country) 1,00 34
121 0,31 0,45 0,22 Country 1 (Country) 1,00 34
122 0,14 0,21 0,22 Country 1 (Country) 1,00 35
123 0,14 0,21 0,22 Country 1 (Country) 1,00 35
124 0,14 0,21 0,22 Country 1 (Country) 1,00 35
125 0,14 0,21 0,22 Country 1 (Country) 1,00 35
126 0,14 0,21 0,22 Country 1 (Country) 1,00 35
127 0,14 0,21 0,22 Country 1 (Country) 1,00 35
128 0,14 0,21 0,22 Country 1 (Country) 1,00 35
129 0,14 0,21 0,22 Country 1 (Country) 1,00 35
130 0,14 0,21 0,22 Country 1 (Country) 1,00 35
131 0,14 0,21 0,22 Country 1 (Country) 1,00 35
132 0,14 0,21 0,22 Country 1 (Country) 1,00 35
133 0,14 0,21 0,22 Country 1 (Country) 1,00 35
134 0,14 0,21 0,22 Country 1 (Country) 1,00 35
135 0,14 0,21 0,22 Country 1 (Country) 1,00 35
136 0,14 0,21 0,22 Country 1 (Country) 1,00 35
137 0,14 0,21 0,22 Country 1 (Country) 1,00 35
