1000
0 163,79 163,79 163,79 1,00 98,00 0
1 163,79 1,88 1,88 1,00 87,00 1235
2 163,79 2,10 1,17 1,00 79,00 1774
3 163,79 2,10 1,25 1,00 79,00 1865
4 163,79 2,10 1,26 1,00 80,00 1875
5 163,79 2,02 1,21 1,00 81,00 1879
6 163,79 2,02 1,21 1,00 82,00 1881
7 163,79 2,02 1,21 1,00 83,00 1881
8 163,79 2,02 1,21 1,00 84,00 1881
9 163,79 2,02 1,21 1,00 85,00 1881
10 163,79 1,90 1,14 1,00 86,00 1881
11 163,79 1,90 1,14 1,00 87,00 1881
12 163,79 1,86 1,11 1,00 88,00 1881
13 163,79 1,86 1,11 1,00 89,00 1881
14 163,79 1,82 1,09 1,00 90,00 1881
15 163,79 1,82 1,09 1,00 91,00 1881
16 163,79 1,82 1,09 1,00 92,00 1881
17 163,79 1,82 1,09 1,00 93,00 1881
18 163,79 1,82 1,09 1,00 94,00 1881
19 163,79 1,82 1,09 1,00 95,00 1881
20 163,79 1,82 1,09 1,00 96,00 1881
21 163,79 1,82 1,09 1,00 97,00 1881
22 163,79 1,82 1,09 1,00 98,00 1881
23 163,79 1,82 1,09 1,00 99,00 1881
24 163,79 1,82 1,09 1,00 100,00 1881
25 163,79 1,82 1,09 1,00 101,00 1881
26 163,79 1,82 1,09 1,00 102,00 1881
27 163,79 1,82 1,09 1,00 103,00 1881
28 163,79 1,82 1,09 1,00 104,00 1881
29 163,79 1,82 1,09 1,00 105,00 1881
30 163,79 1,82 1,09 93,00 106,00 1881
31 163,79 160,35 96,00 93,00 96,00 2704
32 163,79 169,25 98,99 93,00 91,00 3431
33 163,79 179,21 102,97 93,00 86,00 3821
34 163,79 181,34 110,00 93,00 85,00 4072
35 163,79 183,53 112,58 93,00 84,00 4286
36 163,79 183,53 108,51 93,00 84,00 4405
37 163,79 183,53 108,46 93,00 84,00 4558
38 163,79 183,53 111,44 93,00 85,00 4625
39 163,79 183,53 107,78 93,00 86,00 4666
40 163,79 183,53 107,45 93,00 87,00 4711
41 163,79 183,53 108,53 93,00 88,00 4762
42 163,79 183,53 110,44 93,00 89,00 4795
43 163,79 183,53 106,66 93,00 90,00 4831
44 163,79 183,53 109,60 93,00 91,00 4863
45 163,79 183,53 109,42 93,00 92,00 4893
46 163,79 183,53 109,70 93,00 93,00 4918
47 163,79 183,53 109,09 93,00 94,00 4938
48 163,79 183,53 109,05 93,00 95,00 4953
49 163,79 158,68 94,32 93,00 96,00 4969
50 163,79 158,68 94,18 93,00 97,00 4978
51 163,79 158,68 94,20 93,00 98,00 4991
52 163,79 158,68 94,06 93,00 99,00 5006
53 163,79 158,68 94,01 93,00 100,00 5016
54 163,79 158,68 94,03 93,00 101,00 5027
55 163,79 158,68 93,92 93,00 102,00 5033
56 163,79 158,68 93,93 93,00 103,00 5043
57 163,79 158,68 93,80 93,00 104,00 5047
58 163,79 158,68 93,80 93,00 105,00 5055
59 163,79 158,68 93,80 93,00 106,00 5061
60 163,79 158,68 93,80 1,00 107,00 5068
61 163,79 158,68 93,80 1,00 108,00 5076
62 163,79 1,50 0,89 1,00 109,00 5097
63 163,79 1,50 0,89 1,00 110,00 5110
64 163,79 1,50 0,88 1,00 111,00 5114
65 163,79 1,50 0,88 1,00 112,00 5115
66 163,79 1,50 0,88 1,00 113,00 5118
67 163,79 1,50 0,88 1,00 114,00 5123
68 163,79 1,50 0,88 1,00 115,00 5124
69 163,79 1,50 0,88 1,00 116,00 5125
70 163,79 1,50 0,88 1,00 117,00 5125
71 163,79 1,50 0,88 1,00 118,00 5125
72 163,79 1,50 0,88 1,00 119,00 5125
73 163,79 1,50 0,88 1,00 120,00 5125
74 163,79 1,50 0,88 1,00 121,00 5126
75 163,79 1,50 0,88 1,00 122,00 5126
76 163,79 1,50 0,88 1,00 123,00 5126
77 163,79 1,50 0,88 1,00 124,00 5126
78 163,79 1,50 0,88 1,00 125,00 5127
